price,price_per_m2,area,district,floors,toilets,bedrooms,balcony,street_frontage,legal,interior,date,district_encoded
"36,9 tỷ","~567,69 triệu/m²",65.0,Thanh Xuân,7 tầng,7 phòng,,0,0.0,1,0,2025-03-06,20
"5,7 tỷ",~76 triệu/m²,75.0,Thanh Xuân,,2 phòng,2 phòng,0,0.0,1,1,2025-03-06,20
"2,79 tỷ","~107,31 triệu/m²",26.0,Đống Đa,,1 phòng,2 phòng,0,0.0,1,1,2025-03-06,26
"23,89 tỷ",~130 triệu/m²,183.8,Mê Linh,,,,0,22.0,1,0,2025-03-06,11
"9,5 tỷ","~172,73 triệu/m²",55.0,Hai Bà Trưng,4 tầng,,6 phòng,0,0.0,1,0,2025-03-06,5
"9,8 tỷ","~272,22 triệu/m²",36.0,Hoàn Kiếm,,,,0,0.0,1,1,2025-03-06,7
"2,55 tỷ","~54,84 triệu/m²",46.5,Nam Từ Liêm,,1 phòng,1 phòng,0,0.0,0,1,2025-03-06,12
"6,05 tỷ","~139,4 triệu/m²",43.4,Đống Đa,5 tầng,4 phòng,4 phòng,1,4.1,1,1,2025-03-06,26
"10,5 tỷ","~244,19 triệu/m²",43.0,Đống Đa,5 tầng,4 phòng,5 phòng,0,0.0,1,0,2025-03-06,26
19 tỷ,"~146,15 triệu/m²",130.0,Long Biên,3 tầng,4 phòng,4 phòng,0,12.0,1,1,2025-03-06,10
"7,5 tỷ","~144,23 triệu/m²",52.0,Thanh Xuân,5 tầng,,4 phòng,0,0.0,1,1,2025-03-06,20
Thỏa thuận,,291.0,Hà Đông,4 tầng,,,0,0.0,1,0,2025-03-06,9
138 triệu/m²,"~24,84 tỷ",180.0,Hà Đông,3 tầng,,,0,0.0,0,0,2025-03-06,9
38 tỷ,"~265,73 triệu/m²",143.0,Nam Từ Liêm,5 tầng,4 phòng,5 phòng,0,8.0,1,1,2025-03-06,12
Thỏa thuận,,278.0,Hà Đông,5 tầng,5 phòng,6 phòng,1,0.0,1,0,2025-03-06,9
8 tỷ,"~90,91 triệu/m²",88.0,Nam Từ Liêm,,2 phòng,2 phòng,0,0.0,0,0,2025-03-06,12
36 tỷ,"~122,03 triệu/m²",295.0,Hà Đông,,,,0,0.0,1,0,2025-03-06,9
6 tỷ,"~70,59 triệu/m²",85.0,Hoàng Mai,,2 phòng,3 phòng,1,0.0,1,1,2025-03-06,8
"14,2 tỷ","~364,1 triệu/m²",39.0,Hai Bà Trưng,4 tầng,5 phòng,5 phòng,0,7.0,1,0,2025-03-06,5
"2,75 tỷ","~75,14 triệu/m²",36.6,Thanh Xuân,,,3 phòng,0,0.0,1,1,2025-03-06,20
"10,9 tỷ","~253,49 triệu/m²",43.0,Đống Đa,5 tầng,4 phòng,3 phòng,0,4.0,1,1,2025-03-06,26
5 tỷ,"~43,48 triệu/m²",115.0,Đông Anh,1 tầng,1 phòng,1 phòng,0,5.0,1,1,2025-03-06,25
"6,5 tỷ","~59,09 triệu/m²",110.0,Thanh Xuân,,2 phòng,3 phòng,0,0.0,1,1,2025-03-06,20
60 tỷ,"~255,32 triệu/m²",235.0,Thanh Trì,4 tầng,4 phòng,3 phòng,0,28.0,1,1,2025-03-06,19
"4,95 tỷ",~55 triệu/m²,90.0,Nam Từ Liêm,,2 phòng,3 phòng,1,0.0,1,0,2025-03-06,12
24 tỷ,"~210,53 triệu/m²",114.0,Long Biên,4 tầng,,,0,5.7,1,0,2025-03-06,10
"53,6 tỷ","~243,64 triệu/m²",220.0,Nam Từ Liêm,5 tầng,6 phòng,6 phòng,0,10.0,1,1,2025-03-06,12
"10,5 tỷ","~84,68 triệu/m²",124.0,Thanh Xuân,,3 phòng,2 phòng,1,0.0,1,0,2025-03-06,20
"13,2 tỷ","~253,85 triệu/m²",52.0,Hà Đông,5 tầng,6 phòng,6 phòng,0,5.0,1,1,2025-03-06,9
18 tỷ,~100 triệu/m²,180.0,Thanh Xuân,,4 phòng,3 phòng,1,0.0,1,0,2025-03-06,20
"7,2 tỷ","~189,47 triệu/m²",38.0,Nam Từ Liêm,6 tầng,4 phòng,4 phòng,0,4.0,1,1,2025-03-06,12
"8,3 tỷ","~97,65 triệu/m²",85.0,Cầu Giấy,,2 phòng,3 phòng,0,0.0,1,1,2025-03-06,3
"10,2 tỷ","~78,46 triệu/m²",130.0,Thanh Xuân,,2 phòng,3 phòng,1,0.0,1,1,2025-03-06,20
"3,55 tỷ","~50,71 triệu/m²",70.0,Long Biên,,2 phòng,2 phòng,1,0.0,1,1,2025-03-06,10
"16,5 tỷ","~120,35 triệu/m²",137.1,Đống Đa,,2 phòng,3 phòng,1,0.0,1,1,2025-03-06,26
170 tỷ,"~717,3 triệu/m²",237.0,Tây Hồ,3 tầng,3 phòng,3 phòng,1,9.0,1,0,2025-03-06,23
"3,35 tỷ","~55,83 triệu/m²",60.0,Hoàng Mai,,1 phòng,1 phòng,0,0.0,1,1,2025-03-06,8
"5,4 tỷ",~150 triệu/m²,36.0,Hoàng Mai,,,,0,0.0,1,0,2025-03-06,8
"4,7 tỷ","~59,47 triệu/m²",79.0,Hoàng Mai,,2 phòng,3 phòng,1,0.0,1,1,2025-03-06,8
225 triệu/m²,"~74,25 tỷ",330.0,Hoài Đức,,,,0,0.0,1,0,2025-03-06,6
25 tỷ,"~294,12 triệu/m²",85.0,Đống Đa,,,,0,7.5,1,0,2025-03-06,26
32 tỷ,"~188,24 triệu/m²",170.0,Hà Đông,4 tầng,3 phòng,5 phòng,0,9.0,1,1,2025-03-06,9
25 tỷ,"~141,64 triệu/m²",176.5,Hà Đông,4 tầng,5 phòng,6 phòng,0,0.0,1,0,2025-03-06,9
"10,1 tỷ","~91,82 triệu/m²",110.0,Cầu Giấy,,2 phòng,3 phòng,1,0.0,1,0,2025-03-06,3
"3,6 tỷ","~52,94 triệu/m²",68.0,Gia Lâm,,2 phòng,2 phòng,0,0.0,1,1,2025-03-06,4
"7,6 tỷ","~74,51 triệu/m²",102.0,Thanh Xuân,,,3 phòng,0,0.0,1,0,2025-03-06,20
11 tỷ,~220 triệu/m²,50.0,Đống Đa,,6 phòng,6 phòng,1,0.0,1,1,2025-03-06,26
"4,7 tỷ","~60,26 triệu/m²",78.0,Bắc Từ Liêm,,2 phòng,2 phòng,1,0.0,1,1,2025-03-06,1
"20,9 tỷ",~380 triệu/m²,55.0,Đống Đa,5 tầng,5 phòng,,0,4.5,1,0,2025-03-06,26
"4,9 tỷ","~74,92 triệu/m²",65.4,Cầu Giấy,,2 phòng,2 phòng,1,0.0,1,1,2025-03-06,3
14 tỷ,"~159,09 triệu/m²",88.0,Hà Đông,4 tầng,,,0,8.0,0,0,2025-03-06,9
159 triệu/m²,"~15,26 tỷ",96.0,Đan Phượng,,,,0,8.0,1,0,2025-03-06,24
"5,95 tỷ","~81,51 triệu/m²",73.0,Nam Từ Liêm,,2 phòng,2 phòng,0,0.0,1,1,2025-03-06,12
"5,5 tỷ","~77,46 triệu/m²",71.0,Thanh Xuân,,2 phòng,2 phòng,0,0.0,1,1,2025-03-06,20
"3,05 triệu",,43.0,Nam Từ Liêm,,1 phòng,1 phòng,1,0.0,1,0,2025-03-06,12
"5,15 tỷ","~119,77 triệu/m²",43.0,Đông Anh,3 tầng,,,0,5.4,0,0,2025-03-06,25
"6,8 tỷ","~193,18 triệu/m²",35.2,Hai Bà Trưng,4 tầng,4 phòng,3 phòng,0,4.0,1,1,2025-03-06,5
13 tỷ,~260 triệu/m²,50.0,Long Biên,7 tầng,5 phòng,4 phòng,0,4.5,1,1,2025-03-06,10
"16,7 tỷ","~265,08 triệu/m²",63.0,Nam Từ Liêm,,18 phòng,18 phòng,0,0.0,1,1,2025-03-06,12
"6,8 tỷ","~183,78 triệu/m²",37.0,Hoàng Mai,4 tầng,3 phòng,4 phòng,0,0.0,1,1,2025-03-06,8
12 tỷ,"~107,14 triệu/m²",112.0,Nam Từ Liêm,,2 phòng,3 phòng,1,0.0,1,1,2025-03-06,12
"2,55 tỷ","~42,5 triệu/m²",60.0,Gia Lâm,,1 phòng,2 phòng,0,0.0,1,1,2025-03-06,4
21 tỷ,"~466,67 triệu/m²",45.0,Cầu Giấy,5 tầng,4 phòng,4 phòng,1,4.0,1,1,2025-03-06,3
"9,9 tỷ","~68,28 triệu/m²",145.0,Nam Từ Liêm,,2 phòng,4 phòng,0,0.0,1,1,2025-03-06,12
"6,2 tỷ","~206,67 triệu/m²",30.0,Hà Đông,5 tầng,4 phòng,4 phòng,0,0.0,1,1,2025-03-06,9
"8,5 tỷ","~175,26 triệu/m²",48.5,Thanh Xuân,4 tầng,3 phòng,3 phòng,0,0.0,1,1,2025-03-06,20
"3,1 tỷ","~44,29 triệu/m²",70.0,Gia Lâm,,2 phòng,2 phòng,0,0.0,1,1,2025-03-06,4
17 tỷ,"~142,86 triệu/m²",119.0,Thường Tín,5 tầng,7 phòng,6 phòng,0,9.0,1,1,2025-03-06,21
32 tỷ,"~380,95 triệu/m²",84.0,Thanh Xuân,5 tầng,4 phòng,4 phòng,0,5.0,1,1,2025-03-06,20
"11,4 tỷ","~162,86 triệu/m²",70.0,Long Biên,2 tầng,,,0,5.8,1,0,2025-03-06,10
"5,35 tỷ","~63,54 triệu/m²",84.2,Gia Lâm,,2 phòng,3 phòng,1,0.0,1,1,2025-03-06,4
Thỏa thuận,,168.2,Tây Hồ,,2 phòng,3 phòng,1,0.0,1,1,2025-03-06,23
"6,5 tỷ","~171,05 triệu/m²",38.0,Hoàng Mai,5 tầng,5 phòng,5 phòng,1,4.3,1,1,2025-03-06,8
26 tỷ,"~273,68 triệu/m²",95.0,Hoàng Mai,,,,0,0.0,1,0,2025-03-06,8
"2,9 tỷ","~42,65 triệu/m²",68.0,Gia Lâm,,2 phòng,2 phòng,0,0.0,1,1,2025-03-06,4
20 tỷ,"~166,67 triệu/m²",120.0,Đan Phượng,,,,0,8.0,1,0,2025-03-06,24
"9,1 tỷ","~95,79 triệu/m²",95.0,Hai Bà Trưng,,2 phòng,3 phòng,1,0.0,1,1,2025-03-06,5
11 tỷ,"~137,5 triệu/m²",80.0,Hoài Đức,5 tầng,,,0,0.0,1,0,2025-03-06,6
11 tỷ,"~67,9 triệu/m²",162.0,Hoài Đức,5 tầng,,,0,0.0,0,0,2025-03-06,6
"13,5 tỷ",~270 triệu/m²,50.0,Hai Bà Trưng,5 tầng,4 phòng,6 phòng,0,3.5,1,1,2025-03-06,5
Thỏa thuận,,259.0,Hoài Đức,,,,0,0.0,0,0,2025-03-06,6
Thỏa thuận,,70.0,Đan Phượng,,,,0,0.0,1,1,2025-03-06,24
"4,9 tỷ","~57,85 triệu/m²",84.7,Thanh Trì,,2 phòng,3 phòng,1,0.0,1,1,2025-03-06,19
Thỏa thuận,,75.0,Đan Phượng,,,,0,5.0,1,0,2025-03-06,24
28 tỷ,"~265,4 triệu/m²",105.5,Gia Lâm,5 tầng,5 phòng,5 phòng,1,15.0,1,1,2025-03-06,4
"6,2 tỷ",~200 triệu/m²,31.0,Hà Đông,5 tầng,,,0,0.0,1,0,2025-03-06,9
"2,55 tỷ","~59,3 triệu/m²",43.0,Nam Từ Liêm,,1 phòng,1 phòng,0,0.0,1,1,2025-03-06,12
Thỏa thuận,,72.0,Gia Lâm,,2 phòng,2 phòng,0,0.0,0,1,2025-03-06,4
"12,7 tỷ","~282,22 triệu/m²",45.0,Hà Đông,5 tầng,,,0,0.0,1,1,2025-03-06,9
Thỏa thuận,,65.0,Gia Lâm,,,3 phòng,1,0.0,1,1,2025-03-06,4
3 tỷ,"~69,77 triệu/m²",43.0,Nam Từ Liêm,,1 phòng,1 phòng,1,0.0,1,1,2025-03-06,12
10 tỷ,"~134,23 triệu/m²",74.5,Hoài Đức,5 tầng,5 phòng,5 phòng,0,5.0,1,0,2025-03-06,6
"4,25 tỷ","~111,84 triệu/m²",38.0,Thanh Trì,5 tầng,4 phòng,4 phòng,1,4.0,1,1,2025-03-06,19
60 tỷ,"~230,77 triệu/m²",260.0,Hoàng Mai,5 tầng,5 phòng,6 phòng,0,13.5,1,1,2025-03-06,8
"6,8 tỷ",~136 triệu/m²,50.0,Long Biên,5 tầng,4 phòng,4 phòng,0,5.0,1,1,2025-03-06,10
"6,1 tỷ","~87,14 triệu/m²",70.0,Thanh Xuân,,2 phòng,2 phòng,0,0.0,1,1,2025-03-06,20
21 tỷ,"~71,67 triệu/m²",293.0,Mê Linh,,,,0,18.0,1,0,2025-03-06,11
34 tỷ,"~226,67 triệu/m²",150.0,Gia Lâm,,,,0,0.0,1,0,2025-03-06,4
"8,6 tỷ","~226,32 triệu/m²",38.0,Đống Đa,5 tầng,5 phòng,5 phòng,0,4.0,1,0,2025-03-06,26
"7,8 tỷ","~222,86 triệu/m²",35.0,Hai Bà Trưng,5 tầng,,3 phòng,0,0.0,0,0,2025-03-06,5
"32,9 tỷ","~548,33 triệu/m²",60.0,Đống Đa,,,,0,0.0,1,0,2025-03-06,26
"20,5 tỷ","~246,99 triệu/m²",83.0,Hà Đông,5 tầng,5 phòng,4 phòng,0,5.0,1,1,2025-03-06,9
"16,5 tỷ","~206,25 triệu/m²",80.0,Thanh Xuân,7 tầng,17 phòng,17 phòng,0,0.0,1,1,2025-03-06,20
33 tỷ,~275 triệu/m²,120.0,Hà Đông,3 tầng,5 phòng,4 phòng,0,6.0,1,0,2025-03-06,9
20 tỷ,"~222,22 triệu/m²",90.0,Đống Đa,8 tầng,23 phòng,23 phòng,0,6.0,1,1,2025-03-06,26
"3,7 tỷ","~56,92 triệu/m²",65.0,Long Biên,,2 phòng,2 phòng,0,0.0,0,1,2025-03-06,10
"5,97 tỷ","~80,68 triệu/m²",74.0,Cầu Giấy,,2 phòng,2 phòng,0,0.0,1,1,2025-03-06,3
26 tỷ,"~136,84 triệu/m²",190.0,Hà Đông,4 tầng,6 phòng,6 phòng,1,9.0,1,0,2025-03-06,9
"16,3 tỷ","~214,47 triệu/m²",76.0,Thanh Trì,,18 phòng,18 phòng,0,0.0,1,1,2025-03-06,19
"7,2 tỷ","~69,23 triệu/m²",104.0,Nam Từ Liêm,,2 phòng,3 phòng,1,0.0,1,1,2025-03-06,12
25 tỷ,"~138,89 triệu/m²",180.0,Hà Đông,4 tầng,6 phòng,6 phòng,0,9.0,1,0,2025-03-06,9
"9,2 tỷ",~230 triệu/m²,40.0,Long Biên,6 tầng,4 phòng,3 phòng,0,4.0,1,1,2025-03-06,10
"13,5 tỷ","~207,69 triệu/m²",65.0,Hà Đông,1 tầng,1 phòng,1 phòng,0,5.5,1,1,2025-03-06,9
"33,4 tỷ","~278,33 triệu/m²",120.0,Hà Đông,3 tầng,5 phòng,4 phòng,0,6.0,1,1,2025-03-06,9
"6,2 tỷ","~56,88 triệu/m²",109.0,Hoài Đức,,2 phòng,2 phòng,1,0.0,1,1,2025-03-06,6
"3,67 tỷ","~66,93 triệu/m²",54.8,Gia Lâm,,1 phòng,2 phòng,1,0.0,1,1,2025-03-06,4
5 tỷ,"~135,14 triệu/m²",37.0,Long Biên,3 tầng,3 phòng,3 phòng,0,3.5,1,1,2025-03-06,10
"16,5 tỷ","~187,5 triệu/m²",88.0,Thường Tín,5 tầng,,7 phòng,0,5.0,1,0,2025-03-06,21
18 tỷ,"~195,65 triệu/m²",92.0,Đan Phượng,,,,0,0.0,1,0,2025-03-06,24
Thỏa thuận,,80.0,Đông Anh,,2 phòng,2 phòng,1,0.0,1,0,2025-03-06,25
"5,65 tỷ","~161,43 triệu/m²",35.0,Long Biên,5 tầng,4 phòng,3 phòng,0,4.0,1,1,2025-03-06,10
Thỏa thuận,,65.5,Hà Đông,,,2 phòng,0,0.0,1,0,2025-03-06,9
"9,6 tỷ","~76,19 triệu/m²",126.0,Cầu Giấy,,2 phòng,3 phòng,0,0.0,0,1,2025-03-06,3
"4,68 tỷ",~130 triệu/m²,36.0,Hoài Đức,5 tầng,4 phòng,4 phòng,0,3.4,1,1,2025-03-06,6
77 tỷ,"~531,03 triệu/m²",145.0,Tây Hồ,13 tầng,,,0,0.0,0,0,2025-03-06,23
"5,65 tỷ","~188,33 triệu/m²",30.0,Hai Bà Trưng,6 tầng,4 phòng,4 phòng,0,3.5,1,0,2025-03-06,5
13 tỷ,~260 triệu/m²,50.0,Hà Đông,5 tầng,8 phòng,6 phòng,0,5.0,1,1,2025-03-06,9
"11,8 tỷ","~251,06 triệu/m²",47.0,Thanh Xuân,,,,0,0.0,1,0,2025-03-06,20
"74,9 tỷ","~624,17 triệu/m²",120.0,Thanh Xuân,9 tầng,9 phòng,4 phòng,0,6.0,1,1,2025-03-06,20
"12,5 tỷ","~201,61 triệu/m²",62.0,Thanh Xuân,5 tầng,,,0,5.0,1,0,2025-03-06,20
"8,65 tỷ","~104,22 triệu/m²",83.0,Long Biên,4 tầng,3 phòng,4 phòng,1,4.5,1,1,2025-03-06,10
Thỏa thuận,,259.0,Hoài Đức,,,,0,0.0,0,0,2025-03-06,6
"4,95 tỷ",~55 triệu/m²,90.0,Nam Từ Liêm,,2 phòng,3 phòng,1,0.0,1,1,2025-03-06,12
"29,5 tỷ","~393,33 triệu/m²",75.0,Hà Đông,,,,1,0.0,1,1,2025-03-06,9
"3,68 tỷ","~49,07 triệu/m²",75.0,Hà Đông,,2 phòng,2 phòng,0,0.0,1,1,2025-03-06,9
"8,6 tỷ",~172 triệu/m²,50.0,Long Biên,4 tầng,,4 phòng,0,5.89,1,0,2025-03-06,10
"3,6 tỷ","~45,57 triệu/m²",79.0,Hà Đông,,2 phòng,2 phòng,0,0.0,1,1,2025-03-06,9
"7,5 tỷ","~78,95 triệu/m²",95.0,Nam Từ Liêm,,2 phòng,3 phòng,1,0.0,1,1,2025-03-06,12
Thỏa thuận,,280.0,Bắc Từ Liêm,4 tầng,,,0,11.0,1,1,2025-03-06,1
"5,5 tỷ",~100 triệu/m²,55.0,Long Biên,4 tầng,3 phòng,3 phòng,0,0.0,1,0,2025-03-06,10
"9,8 tỷ","~67,59 triệu/m²",145.0,Hoàng Mai,,2 phòng,3 phòng,0,0.0,1,0,2025-03-06,8
16 tỷ,"~192,77 triệu/m²",83.0,Hoàn Kiếm,6 tầng,,,0,0.0,1,1,2025-03-06,7
"5,1 tỷ","~53,12 triệu/m²",96.0,Thanh Xuân,,2 phòng,3 phòng,0,0.0,1,1,2025-03-06,20
Thỏa thuận,,119.0,Bắc Từ Liêm,,2 phòng,3 phòng,1,0.0,1,1,2025-03-06,1
"18,7 tỷ","~415,56 triệu/m²",45.0,Đống Đa,5 tầng,,5 phòng,0,5.1,1,1,2025-03-06,26
"13,8 tỷ","~176,92 triệu/m²",78.0,Đống Đa,4 tầng,,,0,3.9,1,0,2025-03-06,26
"3,15 tỷ","~49,76 triệu/m²",63.3,Gia Lâm,,2 phòng,2 phòng,1,0.0,1,1,2025-03-06,4
"13,45 tỷ","~206,92 triệu/m²",65.0,Thanh Xuân,4 tầng,3 phòng,4 phòng,0,4.5,1,0,2025-03-06,20
Thỏa thuận,,74.0,Hà Đông,,2 phòng,2 phòng,0,0.0,1,1,2025-03-06,9
"20,5 tỷ","~241,18 triệu/m²",85.0,Ba Đình,8 tầng,24 phòng,24 phòng,0,0.0,1,1,2025-03-06,0
17 tỷ,"~269,84 triệu/m²",63.0,Đông Anh,5 tầng,5 phòng,6 phòng,1,5.0,1,1,2025-03-06,25
77 tỷ,"~531,03 triệu/m²",145.0,Tây Hồ,13 tầng,24 phòng,24 phòng,0,0.0,1,0,2025-03-06,23
"7,5 tỷ",~150 triệu/m²,50.0,Đống Đa,,,,0,0.0,1,0,2025-03-06,26
20 tỷ,"~229,88 triệu/m²",87.0,Nam Từ Liêm,7 tầng,27 phòng,27 phòng,0,5.6,1,1,2025-03-06,12
"5,98 tỷ","~186,88 triệu/m²",32.0,Bắc Từ Liêm,5 tầng,4 phòng,3 phòng,0,0.0,1,1,2025-03-06,1
42 tỷ,"~289,65 triệu/m²",145.0,Long Biên,4 tầng,4 phòng,4 phòng,1,12.0,1,1,2025-03-06,10
"5,5 tỷ","~181,52 triệu/m²",30.3,Hai Bà Trưng,4 tầng,4 phòng,4 phòng,0,4.25,1,1,2025-03-06,5
"7,8 tỷ","~86,28 triệu/m²",90.4,Thanh Xuân,,2 phòng,3 phòng,1,0.0,1,1,2025-03-06,20
200 triệu/m²,~7 tỷ,35.0,Đống Đa,2 tầng,1 phòng,2 phòng,0,5.0,1,1,2025-03-06,26
"7,1 tỷ","~74,74 triệu/m²",95.0,Nam Từ Liêm,,2 phòng,2 phòng,1,0.0,1,1,2025-03-06,12
38 tỷ,"~163,79 triệu/m²",232.0,Hà Đông,3 tầng,3 phòng,4 phòng,1,0.0,1,1,2025-03-06,9
8 tỷ,"~90,91 triệu/m²",88.0,Cầu Giấy,,2 phòng,3 phòng,1,0.0,1,1,2025-03-06,3
"6,5 tỷ","~61,32 triệu/m²",106.0,Thanh Xuân,,2 phòng,3 phòng,1,0.0,1,1,2025-03-06,20
"4,05 tỷ","~126,56 triệu/m²",32.0,Hà Đông,5 tầng,3 phòng,3 phòng,0,4.0,1,1,2025-03-06,9
6 tỷ,~100 triệu/m²,60.0,Tây Hồ,,1 phòng,1 phòng,1,0.0,1,1,2025-03-06,23
Thỏa thuận,,118.0,Thanh Xuân,,3 phòng,4 phòng,1,0.0,1,1,2025-03-06,20
Thỏa thuận,,173.0,Cầu Giấy,,3 phòng,4 phòng,1,0.0,1,1,2025-03-06,3
"9,6 tỷ","~90,57 triệu/m²",106.0,Thanh Xuân,,2 phòng,3 phòng,0,0.0,1,1,2025-03-06,20
"3,15 tỷ","~36,21 triệu/m²",87.0,Đan Phượng,,2 phòng,3 phòng,1,0.0,1,1,2025-03-06,24
"17,9 tỷ","~271,18 triệu/m²",66.0,Cầu Giấy,6 tầng,,,0,0.0,1,0,2025-03-06,3
16 tỷ,~320 triệu/m²,50.0,Thanh Xuân,5 tầng,,6 phòng,0,4.5,1,0,2025-03-06,20
"7,1 tỷ","~253,57 triệu/m²",28.0,Đống Đa,5 tầng,,,0,0.0,1,0,2025-03-06,26
17 tỷ,"~283,33 triệu/m²",60.0,Đống Đa,,16 phòng,16 phòng,1,0.0,1,0,2025-03-06,26
18 tỷ,~200 triệu/m²,90.0,Gia Lâm,4 tầng,4 phòng,4 phòng,1,6.0,1,1,2025-03-06,4
"3,63 tỷ","~45,38 triệu/m²",80.0,Gia Lâm,,2 phòng,3 phòng,0,0.0,1,1,2025-03-06,4
"2,93 tỷ","~43,09 triệu/m²",68.0,Gia Lâm,,2 phòng,2 phòng,0,0.0,1,1,2025-03-06,4
Thỏa thuận,,112.8,Hoàng Mai,5 tầng,,,1,6.0,1,1,2025-03-06,8
"2,9 tỷ","~69,05 triệu/m²",42.0,Hà Đông,4 tầng,3 phòng,3 phòng,0,4.0,1,1,2025-03-06,9
"3,12 tỷ","~44,57 triệu/m²",70.0,Gia Lâm,,2 phòng,2 phòng,0,0.0,1,1,2025-03-06,4
"3,55 tỷ","~114,52 triệu/m²",31.0,Hà Đông,5 tầng,4 phòng,3 phòng,0,3.5,1,1,2025-03-06,9
"14,8 tỷ","~308,33 triệu/m²",48.0,Hà Đông,5 tầng,4 phòng,5 phòng,0,4.5,1,1,2025-03-06,9
21 tỷ,~300 triệu/m²,70.0,Thanh Xuân,7 tầng,,,0,0.0,1,0,2025-03-06,20
"4,5 tỷ","~70,31 triệu/m²",64.0,Cầu Giấy,,2 phòng,2 phòng,0,0.0,1,0,2025-03-06,3
"8,5 tỷ","~113,33 triệu/m²",75.0,Ba Đình,,,,0,0.0,1,0,2025-03-06,0
"10,3 tỷ","~257,5 triệu/m²",40.0,Hà Đông,5 tầng,5 phòng,6 phòng,0,3.2,1,1,2025-03-06,9
55 triệu/m²,"~4,51 tỷ",82.0,Nam Từ Liêm,,2 phòng,3 phòng,1,0.0,1,0,2025-03-06,12
100 triệu/m²,~19 tỷ,190.0,Gia Lâm,3 tầng,3 phòng,3 phòng,1,6.0,1,1,2025-03-06,4
"18,5 tỷ",~148 triệu/m²,125.0,Long Biên,3 tầng,2 phòng,3 phòng,0,0.0,1,1,2025-03-06,10
"19,2 tỷ","~148,84 triệu/m²",129.0,Nam Từ Liêm,6 tầng,18 phòng,18 phòng,0,5.1,1,1,2025-03-06,12
17 tỷ,"~119,72 triệu/m²",142.0,Cầu Giấy,,2 phòng,3 phòng,0,0.0,1,1,2025-03-06,3
15 tỷ,"~272,73 triệu/m²",55.0,Đống Đa,4 tầng,,6 phòng,0,4.2,1,1,2025-03-06,26
"7,8 tỷ",~78 triệu/m²,100.0,Thanh Xuân,,2 phòng,3 phòng,0,0.0,1,1,2025-03-06,20
"4,25 tỷ","~56,67 triệu/m²",75.0,Gia Lâm,,2 phòng,2 phòng,1,0.0,1,1,2025-03-06,4
"6,5 tỷ","~78,31 triệu/m²",83.0,Nam Từ Liêm,,2 phòng,3 phòng,1,0.0,1,1,2025-03-06,12
6 tỷ,"~82,19 triệu/m²",73.0,Thanh Xuân,,2 phòng,2 phòng,0,0.0,1,1,2025-03-06,20
"14,8 tỷ","~290,2 triệu/m²",51.0,Nam Từ Liêm,6 tầng,5 phòng,5 phòng,0,5.0,1,1,2025-03-06,12
20 tỷ,"~137,93 triệu/m²",145.0,Hoài Đức,,,,0,0.0,1,0,2025-03-06,6
"3,58 tỷ","~47,73 triệu/m²",75.0,Thanh Xuân,,2 phòng,3 phòng,1,0.0,1,1,2025-03-06,20
"2,25 tỷ","~47,87 triệu/m²",47.0,Gia Lâm,,1 phòng,1 phòng,0,0.0,1,0,2025-03-06,4
33 tỷ,"~471,43 triệu/m²",70.0,Cầu Giấy,8 tầng,,,0,5.1,1,1,2025-03-06,3
12 tỷ,~240 triệu/m²,50.0,Hà Đông,5 tầng,3 phòng,4 phòng,0,4.0,1,1,2025-03-06,9
"5,8 tỷ","~193,33 triệu/m²",30.0,Hai Bà Trưng,5 tầng,4 phòng,3 phòng,0,0.0,1,1,2025-03-06,5
14 tỷ,"~46,67 triệu/m²",300.0,Thạch Thất,3 tầng,,4 phòng,0,0.0,1,1,2025-03-06,22
"6,85 tỷ","~180,26 triệu/m²",38.0,Thanh Trì,5 tầng,4 phòng,4 phòng,0,4.0,1,0,2025-03-06,19
28 tỷ,"~538,46 triệu/m²",52.0,Thanh Xuân,7 tầng,,,0,0.0,1,0,2025-03-06,20
"3,65 tỷ","~52,9 triệu/m²",69.0,Nam Từ Liêm,,2 phòng,3 phòng,0,0.0,1,1,2025-03-06,12
118 triệu/m²,"~9,44 tỷ",80.0,Hoài Đức,5 tầng,6 phòng,6 phòng,1,5.0,1,1,2025-03-06,6
138 tỷ,"~547,62 triệu/m²",252.0,Tây Hồ,6 tầng,4 phòng,5 phòng,1,14.0,1,0,2025-03-06,23
7 tỷ,"~63,98 triệu/m²",109.4,Cầu Giấy,,2 phòng,3 phòng,0,0.0,1,1,2025-03-06,3
"6,6 tỷ","~90,41 triệu/m²",73.0,Thanh Xuân,,2 phòng,2 phòng,1,0.0,1,1,2025-03-06,20
"1,7 tỷ","~36,96 triệu/m²",46.0,Hoàng Mai,,1 phòng,2 phòng,0,0.0,1,1,2025-03-06,8
"6,4 tỷ","~84,21 triệu/m²",76.0,Cầu Giấy,,2 phòng,2 phòng,0,0.0,1,1,2025-03-06,3
8 tỷ,~80 triệu/m²,100.0,Thanh Xuân,,2 phòng,3 phòng,0,0.0,1,1,2025-03-06,20
50 tỷ,"~515,46 triệu/m²",97.0,Hoàn Kiếm,,1 phòng,1 phòng,0,3.0,1,1,2025-03-06,7
"10,5 tỷ","~190,91 triệu/m²",55.0,Hoàng Mai,5 tầng,5 phòng,6 phòng,0,4.0,1,1,2025-03-06,8
